,n1,n2,score
277,0jpFptAehZhLl3nkhHDanA,vyOVT4bcW227LRwJGHTeSw,3.745
278,0jpFptAehZhLl3nkhHDanA,54oLdsGU9B8HxFTqCCqV-A,3.65
279,0jpFptAehZhLl3nkhHDanA,bp482wqF6v80AltDNlPDfw,3.644
280,0m0SQSIzM9WcDhJ7UEVCLQ,l-rGtJt0E7PAklT0IK7oFQ,11.799
281,0m0SQSIzM9WcDhJ7UEVCLQ,KSYONgGtrK0nKXfroB-bwg,5.74
282,0m0SQSIzM9WcDhJ7UEVCLQ,NIQWO-Q_F598XlAvZnFVCA,5.556
283,0m0SQSIzM9WcDhJ7UEVCLQ,E_ac8Q20OJD9L8cafCBKaQ,5.423
284,0m0SQSIzM9WcDhJ7UEVCLQ,8Lbz0hfE4MWzd7yDu9atBA,5.421
285,0m0SQSIzM9WcDhJ7UEVCLQ,LuPK46HMxRYEVTXVbBCR1g,5.398
286,0m0SQSIzM9WcDhJ7UEVCLQ,omnCKxL0f_akh0eYeJxjDg,5.339
287,0m0SQSIzM9WcDhJ7UEVCLQ,LtxG9DTXCFpteVkD4SGBlw,5.303
288,0m0SQSIzM9WcDhJ7UEVCLQ,PPcz-0UtIJ8O7xDT551y2g,5.268
289,0m0SQSIzM9WcDhJ7UEVCLQ,pqF3WkYktbR28uk2PSR7Rg,5.25
290,0qu0fNTOsSmuREYVIMPuIQ,fnGZspqyamRremXor0sAyg,4.633
291,0qu0fNTOsSmuREYVIMPuIQ,q-1ICFSqs2MwDGfe5tX-SQ,4.305
292,0qu0fNTOsSmuREYVIMPuIQ,rPVmM0aJbC6lU_mnDiZ2Rw,4.204
293,0qu0fNTOsSmuREYVIMPuIQ,2YnQAJdeFrcgPa8MqIYcDg,4.121
294,0qu0fNTOsSmuREYVIMPuIQ,3Wy21heeDm8h2tSZfcj6OA,3.833
295,0qu0fNTOsSmuREYVIMPuIQ,45D7B9CqiUTTPUFcqmLx5Q,3.404
296,0qu0fNTOsSmuREYVIMPuIQ,wMZAnrfwV-qHiV5zdTSrzw,3.279
297,0qu0fNTOsSmuREYVIMPuIQ,1kVnChI4aqsPw9i2PVqkkw,3.264
298,0qu0fNTOsSmuREYVIMPuIQ,7IdIGemGZodDAA_9mJCigA,3.244
299,0qu0fNTOsSmuREYVIMPuIQ,vZG0BDPGDJxMGiXcGoVU6w,3.171
300,0tbscjPg4IzURekIn_CJ1Q,9ugpNKKhnYRa51qXoxUw_A,11.948
301,0tbscjPg4IzURekIn_CJ1Q,34Eqv8jXgxg_EEwcsNgeeg,5.646
302,0tbscjPg4IzURekIn_CJ1Q,VgAKmXE8B7J0I_O_R13UKQ,4.753
303,0tbscjPg4IzURekIn_CJ1Q,mPKqBWLSD8wxJLJ_4juY2w,4.071
304,0tbscjPg4IzURekIn_CJ1Q,GuzbBFraIq-fbkjfvaTRvg,3.927
305,0tbscjPg4IzURekIn_CJ1Q,lu2UpRHLBZfvLG_caNEHKQ,3.901
306,0tbscjPg4IzURekIn_CJ1Q,XgehM3pBZWuXi45J2dqRJQ,3.675
307,0tbscjPg4IzURekIn_CJ1Q,MbzgGsMQpGyVrUJXi_Jw0Q,3.504
308,0tbscjPg4IzURekIn_CJ1Q,z9-8KvMAlVK46De-G3sNJQ,3.462
309,0tbscjPg4IzURekIn_CJ1Q,CUWituEeIX3xA0xU7X82Ow,3.417
310,12Gc4OFQ-WAW0fAk2hRZuQ,54oLdsGU9B8HxFTqCCqV-A,4.767
311,12Gc4OFQ-WAW0fAk2hRZuQ,7IdIGemGZodDAA_9mJCigA,4.172
312,12Gc4OFQ-WAW0fAk2hRZuQ,1XoX4eLYyfK4b8l_TqiPUg,3.613
313,12Gc4OFQ-WAW0fAk2hRZuQ,VAIOtbsxdNmuhUKkQZFRlA,3.597
314,12Gc4OFQ-WAW0fAk2hRZuQ,3tvi-OJ_-iK1ecjzSaH-oA,3.389
315,12Gc4OFQ-WAW0fAk2hRZuQ,I0jFTYVDs-WHwKR2XHQlRA,3.334
316,12Gc4OFQ-WAW0fAk2hRZuQ,PVo1orQ9R7ZHfg90QACh-w,3.299
317,12Gc4OFQ-WAW0fAk2hRZuQ,1Du1NruqJwxnzgEUHc42Jw,3.212
318,12Gc4OFQ-WAW0fAk2hRZuQ,yPSejq3_erxo9zdVYTBnZA,3.096
319,12Gc4OFQ-WAW0fAk2hRZuQ,BQv7ntaOxs80FJAji2U9pg,3.082
320,13UbOVDFdxloxaient5XWA,XbKXYLjC50m1_OFESDYLWA,10.523
321,13UbOVDFdxloxaient5XWA,QNilrbTi8912ye2ztnBMpA,9.482
322,13UbOVDFdxloxaient5XWA,geKBfuHkJFpQttIFfPHrmg,9.121
323,13UbOVDFdxloxaient5XWA,NDwoKO79_T49UEKVDlHd3A,8.664
324,13UbOVDFdxloxaient5XWA,q2Ao2HQyhvcT9UG-5-ZGYg,8.467
325,13UbOVDFdxloxaient5XWA,T97hE3STgTgpwda75h6p1w,8.458
326,13UbOVDFdxloxaient5XWA,fO89arPgWzq_1YYQYLS4Yw,8.144
327,13UbOVDFdxloxaient5XWA,DZdGvf67WEG8ZDRM2fLt1w,8.109
328,13UbOVDFdxloxaient5XWA,gaNQrd95h2-4TZaUDPTAIQ,8.08
329,13UbOVDFdxloxaient5XWA,8ei40SEWTURN8ROo5mBiJg,7.04
330,19Gx6T0v_GZW2je2J_mqOg,Kthnb7PjDSd7FsBp4wqoHA,6.141
331,19Gx6T0v_GZW2je2J_mqOg,D_PdJRvtr_syv1DtLIoM0g,5.575
332,19Gx6T0v_GZW2je2J_mqOg,Iw3lHwjwIjvfsgVOwpF_UQ,5.058
333,19Gx6T0v_GZW2je2J_mqOg,xEjPCUocVTNszm3D39qmYg,4.827
334,19Gx6T0v_GZW2je2J_mqOg,ZJrGrghbNx4WTPb5cL2GFw,4.471
335,19Gx6T0v_GZW2je2J_mqOg,6m4A_ciUZn1G302yx1YV1w,4.3
336,19Gx6T0v_GZW2je2J_mqOg,k1XGvBoPAXdPoGC2W-f2aA,4.276
337,19Gx6T0v_GZW2je2J_mqOg,k3lTRgvPvYUI-cX7_TAqNA,4.262
338,19Gx6T0v_GZW2je2J_mqOg,dkknmgSHWyVaahT8u4ikZw,4.188
339,19Gx6T0v_GZW2je2J_mqOg,iaLaRfHUysXkKd1iNCTWbw,4.127
340,1Du1NruqJwxnzgEUHc42Jw,eukRpR47MDH4XXfU_Dul9Q,5.525
341,1Du1NruqJwxnzgEUHc42Jw,7IdIGemGZodDAA_9mJCigA,5.316
342,1Du1NruqJwxnzgEUHc42Jw,6HTGlttrzCMsuGBHO1ZGiw,4.54
343,1Du1NruqJwxnzgEUHc42Jw,45D7B9CqiUTTPUFcqmLx5Q,4.474
344,1Du1NruqJwxnzgEUHc42Jw,QFh-h_OZ5Io-mBk32HN28A,4.473
345,1Du1NruqJwxnzgEUHc42Jw,DOfiulOub9hVPBCtiDl9Fw,4.467
346,1Du1NruqJwxnzgEUHc42Jw,lNECraPTMtUPDJPjmF0tVA,4.187
347,1Du1NruqJwxnzgEUHc42Jw,3Wy21heeDm8h2tSZfcj6OA,4.003
348,1Du1NruqJwxnzgEUHc42Jw,G9rBwcWp56C8r6ZFwVuimA,3.952
349,1Du1NruqJwxnzgEUHc42Jw,tthy48ZIX_wfY8Dy0Dvg6w,3.866
350,1U8Kt44FIkC7RnJsNjaMTA,iBBV8vesQ8fo2IQA7an1JA,7.162
351,1U8Kt44FIkC7RnJsNjaMTA,thlyktt2c7v1DyOpSVSibw,6.135
352,1U8Kt44FIkC7RnJsNjaMTA,tthy48ZIX_wfY8Dy0Dvg6w,6.007
353,1U8Kt44FIkC7RnJsNjaMTA,8Vo6LN9gqULhXzoxj5k6kQ,5.883
354,1U8Kt44FIkC7RnJsNjaMTA,CUWituEeIX3xA0xU7X82Ow,5.643
355,1U8Kt44FIkC7RnJsNjaMTA,U2hkeMI-q4cS35QolJYN0A,5.501
356,1U8Kt44FIkC7RnJsNjaMTA,sk0IM8koYo1o9-k_rpkmxQ,5.373
357,1U8Kt44FIkC7RnJsNjaMTA,0iHHsSqphxrBWWecYEJcuQ,5.307
358,1U8Kt44FIkC7RnJsNjaMTA,r5sQtvsO4OVJgEH5H3uEAg,5.296
359,1U8Kt44FIkC7RnJsNjaMTA,BErYojCJSO959vzaz9JclQ,5.075
360,1XoX4eLYyfK4b8l_TqiPUg,54oLdsGU9B8HxFTqCCqV-A,5.925
361,1XoX4eLYyfK4b8l_TqiPUg,PVo1orQ9R7ZHfg90QACh-w,4.079
362,1XoX4eLYyfK4b8l_TqiPUg,7IdIGemGZodDAA_9mJCigA,4.058
363,1XoX4eLYyfK4b8l_TqiPUg,12Gc4OFQ-WAW0fAk2hRZuQ,3.674
364,1XoX4eLYyfK4b8l_TqiPUg,VAIOtbsxdNmuhUKkQZFRlA,3.062
365,1XoX4eLYyfK4b8l_TqiPUg,rlh6-MqKplp6DE42aRuS6w,2.874
366,1XoX4eLYyfK4b8l_TqiPUg,ghLjxj4HoSHdflBEz2lIqA,2.859
367,1XoX4eLYyfK4b8l_TqiPUg,WC53Z0z4g1wauYe3xnhSGQ,2.665
368,1XoX4eLYyfK4b8l_TqiPUg,hPzPpfSjgQkpWCD7YjcY-A,2.637
369,1XoX4eLYyfK4b8l_TqiPUg,qx2YTFXfVDwQUfOeWCFfbw,2.604
370,1kVnChI4aqsPw9i2PVqkkw,PBtNupbFFNj3iV1E1kr5bg,11.782
371,1kVnChI4aqsPw9i2PVqkkw,v5jxpGnKbx3vVxs28dgokQ,9.1
372,1kVnChI4aqsPw9i2PVqkkw,2QaNH5-RCRNIkToUOBc22Q,8.947
373,1kVnChI4aqsPw9i2PVqkkw,VAIOtbsxdNmuhUKkQZFRlA,5.678
374,1kVnChI4aqsPw9i2PVqkkw,hPzPpfSjgQkpWCD7YjcY-A,5.627
375,1kVnChI4aqsPw9i2PVqkkw,Ss6f5v_t5Vddiaz4ZOxL0g,5.591
376,1kVnChI4aqsPw9i2PVqkkw,FH0MVF7kK0D76Hh4e7hXfQ,5.578
377,1kVnChI4aqsPw9i2PVqkkw,0RxU5OglQyPVtLKC1LPgsA,5.569
378,1kVnChI4aqsPw9i2PVqkkw,thlyktt2c7v1DyOpSVSibw,5.547
379,1kVnChI4aqsPw9i2PVqkkw,UuRZpgZsHX7PyykHV3wbZg,5.51
380,1lwulkAD5htni3rbHW8oeg,IRyKDIF51M0GcqS8yfPcYA,8.926
381,1lwulkAD5htni3rbHW8oeg,uQSCNdPI0dC_sPsOh1U8NQ,6.002
382,1lwulkAD5htni3rbHW8oeg,GuzbBFraIq-fbkjfvaTRvg,5.457
383,1lwulkAD5htni3rbHW8oeg,fVUurZgbWXzp2QzDzJzmpA,4.832
384,1lwulkAD5htni3rbHW8oeg,vhWlxyLEWAbNOMtQ42yzFg,4.607
385,1lwulkAD5htni3rbHW8oeg,i5C6RVgr03HSrgCl8oa1Fg,4.52
386,1lwulkAD5htni3rbHW8oeg,QFh-h_OZ5Io-mBk32HN28A,4.495
387,1lwulkAD5htni3rbHW8oeg,JjmmSW_QQh2Db4fuIEMATA,4.487
388,1lwulkAD5htni3rbHW8oeg,DOfiulOub9hVPBCtiDl9Fw,4.486
389,1lwulkAD5htni3rbHW8oeg,lu2UpRHLBZfvLG_caNEHKQ,4.463
390,1oGCzoCC6HnQWpdK9cCP0g,nMn4CTJQPXqpgLltYQrxMA,7.232
391,1oGCzoCC6HnQWpdK9cCP0g,aYMpjij5ShtEoZueMrQPRw,5.37
392,1oGCzoCC6HnQWpdK9cCP0g,dkknmgSHWyVaahT8u4ikZw,5.363
393,1oGCzoCC6HnQWpdK9cCP0g,CWdCNIJU4Kh480NV9dgQjw,4.915
394,1oGCzoCC6HnQWpdK9cCP0g,sBxbAv4TEjGZiLmPlnxrbQ,4.886
395,1oGCzoCC6HnQWpdK9cCP0g,VgAKmXE8B7J0I_O_R13UKQ,4.598
396,1oGCzoCC6HnQWpdK9cCP0g,3DSgJFIaXjdknbZn3LSnPQ,4.463
397,1oGCzoCC6HnQWpdK9cCP0g,Y0izXh4Dv1_YU68tn43Xiw,4.394
398,1oGCzoCC6HnQWpdK9cCP0g,SYHDOHRNAH-2xsw3XB5qbg,3.932
399,1oGCzoCC6HnQWpdK9cCP0g,8Lbz0hfE4MWzd7yDu9atBA,3.808
400,1pd4VYTww1UWDVai2r2RKg,oyJdcjCTGEM2KiGqyJaFwA,8.952
401,1pd4VYTww1UWDVai2r2RKg,8-ZExybRuyyXZf6aESgc3g,7.795
402,1pd4VYTww1UWDVai2r2RKg,Nbht3URjeV94507do0goEw,7.647
403,1pd4VYTww1UWDVai2r2RKg,XkveGZ8pr9TL5bZCqmzuhA,7.467
404,1pd4VYTww1UWDVai2r2RKg,FDTwPQ4CNWEOY0rfh4eTzQ,6.864
405,1pd4VYTww1UWDVai2r2RKg,CziOtnFSklimJnBgksDDwA,4.65
406,1pd4VYTww1UWDVai2r2RKg,NIQWO-Q_F598XlAvZnFVCA,4.558
407,1pd4VYTww1UWDVai2r2RKg,-nwNPb3G-0L95igrhkvMtw,3.998
408,1pd4VYTww1UWDVai2r2RKg,NORF647ibBQ4U-VNMgzSLg,3.754
409,1pd4VYTww1UWDVai2r2RKg,fVUurZgbWXzp2QzDzJzmpA,3.743
410,1wvYBjX6radqmb_k0Fv_Ug,l-rGtJt0E7PAklT0IK7oFQ,5.589
411,1wvYBjX6radqmb_k0Fv_Ug,0jpFptAehZhLl3nkhHDanA,5.381
412,1wvYBjX6radqmb_k0Fv_Ug,lNECraPTMtUPDJPjmF0tVA,5.117
413,1wvYBjX6radqmb_k0Fv_Ug,G9rBwcWp56C8r6ZFwVuimA,4.991
414,1wvYBjX6radqmb_k0Fv_Ug,v1Uesklh8DpEufYOhTq4iA,4.98
415,1wvYBjX6radqmb_k0Fv_Ug,bp482wqF6v80AltDNlPDfw,4.887
416,1wvYBjX6radqmb_k0Fv_Ug,HrnSaz2f1WUEoAQQ6iD6gw,4.832
417,1wvYBjX6radqmb_k0Fv_Ug,kbWKwvLXfJm5sLVfw-Foww,4.665
418,1wvYBjX6radqmb_k0Fv_Ug,GtrY5U_M1ac3bYCk0DUeIg,4.129
419,1wvYBjX6radqmb_k0Fv_Ug,uZYBF0YTU_iKq4_L_PDtMQ,4.028
420,1xsBRB203LiYLcC3mktfdA,mxZMSFUamk7SIf5ndCLAxA,15.731
421,1xsBRB203LiYLcC3mktfdA,-e8RwknT5szoLk9uBZjzcw,12.099
422,1xsBRB203LiYLcC3mktfdA,S8saWaZlToeNoloR2fMrAQ,11.426
423,1xsBRB203LiYLcC3mktfdA,kBqyg_L_Xn9jQTCHYODbRg,10.881
424,1xsBRB203LiYLcC3mktfdA,eL4lyE7LNoXEMvpcJ8WNVw,10.595
425,1xsBRB203LiYLcC3mktfdA,QBNATcq7Stx9LxcSq16W7w,10.497
426,1xsBRB203LiYLcC3mktfdA,iBTc6XKgW5HESEZIii-G4g,10.467
427,1xsBRB203LiYLcC3mktfdA,c-W17u2jiFOD2H_d6uo-bQ,10.195
428,1xsBRB203LiYLcC3mktfdA,Bo-GGwQNcLVwyKeYkbfAYg,9.873
429,1xsBRB203LiYLcC3mktfdA,DOfiulOub9hVPBCtiDl9Fw,9.531
430,23OxrUaCvvVrwSa1z3xG-w,VgAKmXE8B7J0I_O_R13UKQ,5.666
431,23OxrUaCvvVrwSa1z3xG-w,Z0mBsgDzDnFAEC5o4X6G9g,5.048
432,23OxrUaCvvVrwSa1z3xG-w,hPzPpfSjgQkpWCD7YjcY-A,4.808
433,23OxrUaCvvVrwSa1z3xG-w,Ss6f5v_t5Vddiaz4ZOxL0g,4.749
434,23OxrUaCvvVrwSa1z3xG-w,izSgTrqebu8bN8ONOCs6cQ,4.72
435,23OxrUaCvvVrwSa1z3xG-w,XgehM3pBZWuXi45J2dqRJQ,4.704
436,23OxrUaCvvVrwSa1z3xG-w,DOfiulOub9hVPBCtiDl9Fw,4.653
437,23OxrUaCvvVrwSa1z3xG-w,UuRZpgZsHX7PyykHV3wbZg,4.615
438,23OxrUaCvvVrwSa1z3xG-w,VAIOtbsxdNmuhUKkQZFRlA,4.602
439,23OxrUaCvvVrwSa1z3xG-w,LtxG9DTXCFpteVkD4SGBlw,4.59
440,2GiqDUNiTt5__ixRbzbqFw,U3grYFIeu6RgAAQgdriHww,9.083
441,2GiqDUNiTt5__ixRbzbqFw,sor6oj-nuslOcSx7di4urA,8.783
442,2GiqDUNiTt5__ixRbzbqFw,y4x_wAQvUxvTR8iV-JP4Jg,7.879
443,2GiqDUNiTt5__ixRbzbqFw,ijU7hEUbD1Nq7KKbi4nyeQ,6.542
444,2GiqDUNiTt5__ixRbzbqFw,V2cQOeZwPBmjpln6_p1Ygw,5.419
445,2GiqDUNiTt5__ixRbzbqFw,6m4A_ciUZn1G302yx1YV1w,5.308
446,2GiqDUNiTt5__ixRbzbqFw,UFpCraqzFBAhtZqmxmiWsA,5.254
447,2GiqDUNiTt5__ixRbzbqFw,gaNQrd95h2-4TZaUDPTAIQ,5.129
448,2GiqDUNiTt5__ixRbzbqFw,IljCDlZnTftfZEruqa4sRQ,4.961
449,2GiqDUNiTt5__ixRbzbqFw,7oPREWTlY8RIMfwT1R0YYw,4.93
450,2NcOysjkx3eFi3xo8ndAUA,-ujBP1Dw0j1-Ffaz97-LXQ,6.558
451,2NcOysjkx3eFi3xo8ndAUA,MAIfD4kJDCydgoD1l2b_vw,6.532
452,2NcOysjkx3eFi3xo8ndAUA,bf32KWp9yvN-WT8c-QtbzA,5.66
453,2NcOysjkx3eFi3xo8ndAUA,QBNATcq7Stx9LxcSq16W7w,5.596
454,2NcOysjkx3eFi3xo8ndAUA,1xsBRB203LiYLcC3mktfdA,5.532
455,2NcOysjkx3eFi3xo8ndAUA,mxZMSFUamk7SIf5ndCLAxA,5.513
456,2NcOysjkx3eFi3xo8ndAUA,eL4lyE7LNoXEMvpcJ8WNVw,5.512
457,2NcOysjkx3eFi3xo8ndAUA,S8saWaZlToeNoloR2fMrAQ,5.512
458,2NcOysjkx3eFi3xo8ndAUA,iBTc6XKgW5HESEZIii-G4g,5.511
459,2NcOysjkx3eFi3xo8ndAUA,XbKXYLjC50m1_OFESDYLWA,5.51
460,2OJqIloZMAZXCW3uzF8jJw,T9I4G6Or3sAbyYmB7c23hw,5.192
461,2OJqIloZMAZXCW3uzF8jJw,hPzPpfSjgQkpWCD7YjcY-A,4.649
462,2OJqIloZMAZXCW3uzF8jJw,6HTGlttrzCMsuGBHO1ZGiw,4.554
463,2OJqIloZMAZXCW3uzF8jJw,bXrQejeR66IwebuhxPS7GA,4.528
464,2OJqIloZMAZXCW3uzF8jJw,34Eqv8jXgxg_EEwcsNgeeg,4.509
465,2OJqIloZMAZXCW3uzF8jJw,OM5beWRkxZSu1TShUC3EDw,4.488
466,2OJqIloZMAZXCW3uzF8jJw,lu2UpRHLBZfvLG_caNEHKQ,4.475
467,2OJqIloZMAZXCW3uzF8jJw,MwJsk91FJ73YzzmpVaJihQ,4.41
468,2OJqIloZMAZXCW3uzF8jJw,izSgTrqebu8bN8ONOCs6cQ,4.403
469,2OJqIloZMAZXCW3uzF8jJw,YGgGefpPTFhgthvQvMAGoQ,4.352
470,2QaNH5-RCRNIkToUOBc22Q,PBtNupbFFNj3iV1E1kr5bg,15.46
471,2QaNH5-RCRNIkToUOBc22Q,1kVnChI4aqsPw9i2PVqkkw,9.474
472,2QaNH5-RCRNIkToUOBc22Q,grBPIq_eJCT_SGuhvMrUZQ,4.549
473,2QaNH5-RCRNIkToUOBc22Q,lu2UpRHLBZfvLG_caNEHKQ,4.437
474,2QaNH5-RCRNIkToUOBc22Q,l_slvEnh4v3W8BXF1gYlcQ,4.289
475,2QaNH5-RCRNIkToUOBc22Q,tS47dXDlx9t-6B_F56cKUA,4.219
476,2QaNH5-RCRNIkToUOBc22Q,VciWUuWgNshjkRDPHiFCoQ,4.161
477,2QaNH5-RCRNIkToUOBc22Q,p2kC-cD22QAQzIGD8ZuqFA,3.947
478,2QaNH5-RCRNIkToUOBc22Q,tthy48ZIX_wfY8Dy0Dvg6w,3.856
479,2QaNH5-RCRNIkToUOBc22Q,PHSda9zEwtFicCICD6TP1A,3.851
480,2YnQAJdeFrcgPa8MqIYcDg,thlyktt2c7v1DyOpSVSibw,7.531
481,2YnQAJdeFrcgPa8MqIYcDg,3Wy21heeDm8h2tSZfcj6OA,6.861
482,2YnQAJdeFrcgPa8MqIYcDg,-FM4CxOg4XXmX_Ebky_SiQ,6.63
483,2YnQAJdeFrcgPa8MqIYcDg,Ss6f5v_t5Vddiaz4ZOxL0g,6.577
484,2YnQAJdeFrcgPa8MqIYcDg,6HTGlttrzCMsuGBHO1ZGiw,6.52
485,2YnQAJdeFrcgPa8MqIYcDg,zbrIMldF_O1ZQ0vpUaaa8A,6.493
486,2YnQAJdeFrcgPa8MqIYcDg,-TjT3y-Glfnbt6LbKETAYg,6.42
487,2YnQAJdeFrcgPa8MqIYcDg,45D7B9CqiUTTPUFcqmLx5Q,6.418
488,2YnQAJdeFrcgPa8MqIYcDg,8Lbz0hfE4MWzd7yDu9atBA,6.401
489,2YnQAJdeFrcgPa8MqIYcDg,IRyKDIF51M0GcqS8yfPcYA,6.338
490,2bxZhBk8JZkJ1GqfTB0cUQ,r_UPGh9GHMyBhPVMKVxRuw,22.253
491,2bxZhBk8JZkJ1GqfTB0cUQ,fVUurZgbWXzp2QzDzJzmpA,21.813
492,2bxZhBk8JZkJ1GqfTB0cUQ,NORF647ibBQ4U-VNMgzSLg,11.084
493,2bxZhBk8JZkJ1GqfTB0cUQ,bp482wqF6v80AltDNlPDfw,9.133
494,2bxZhBk8JZkJ1GqfTB0cUQ,XwnkfMUiyH-OsJXbmbOK5g,8.83
495,2bxZhBk8JZkJ1GqfTB0cUQ,FDTwPQ4CNWEOY0rfh4eTzQ,7.012
496,2bxZhBk8JZkJ1GqfTB0cUQ,k1XGvBoPAXdPoGC2W-f2aA,6.078
497,2bxZhBk8JZkJ1GqfTB0cUQ,CziOtnFSklimJnBgksDDwA,5.996
498,2bxZhBk8JZkJ1GqfTB0cUQ,JWFpjvCc_nkNDVtMPx1ZGg,5.954
499,2bxZhBk8JZkJ1GqfTB0cUQ,GtrY5U_M1ac3bYCk0DUeIg,5.869
500,2cRTgUdOx7PNOQ6C0nnnug,8RlO6NuhWzXktp-1croq5A,18.566
501,2cRTgUdOx7PNOQ6C0nnnug,soaZ7_oU7xcphlw6gpWblg,8.753
502,2cRTgUdOx7PNOQ6C0nnnug,z64NmuzWMMmJty6gE_3nWQ,6.554
503,2cRTgUdOx7PNOQ6C0nnnug,VrQUskWkEnvKyyz_OkJZEg,4.668
504,2cRTgUdOx7PNOQ6C0nnnug,NmexnuLm3zyKxsgwbCe7ug,3.752
505,2cRTgUdOx7PNOQ6C0nnnug,IRyKDIF51M0GcqS8yfPcYA,3.639
506,2cRTgUdOx7PNOQ6C0nnnug,GuzbBFraIq-fbkjfvaTRvg,3.091
507,2cRTgUdOx7PNOQ6C0nnnug,jZncFsMQdrq268OHq_Q6uw,2.93
508,2cRTgUdOx7PNOQ6C0nnnug,3fpAmsSuEFNF29UUPpgwlw,2.455
509,2cRTgUdOx7PNOQ6C0nnnug,nMn4CTJQPXqpgLltYQrxMA,2.414
510,2h3SEwpI6fiuTF9mcN1S_Q,Tc1L4BH_2pkCywkAEfCQRg,236.089
511,2h3SEwpI6fiuTF9mcN1S_Q,oJwMmSZKJOnMboZ_z67MZw,11.083
512,2h3SEwpI6fiuTF9mcN1S_Q,-ALqLSTzkGDMscHdxA1NgA,6.283
513,2h3SEwpI6fiuTF9mcN1S_Q,BaWVwChTW_MqkKru_WZp3g,5.197
514,2h3SEwpI6fiuTF9mcN1S_Q,ENp_DT0yXdIzdk_O8Ti_kQ,4.627
515,2h3SEwpI6fiuTF9mcN1S_Q,yPSejq3_erxo9zdVYTBnZA,4.119
516,2h3SEwpI6fiuTF9mcN1S_Q,9ugpNKKhnYRa51qXoxUw_A,3.855
517,2h3SEwpI6fiuTF9mcN1S_Q,nYPzsOjvida-ne7swSPHpA,3.793
518,2h3SEwpI6fiuTF9mcN1S_Q,m4kvY0viCwxqRtgOycnKVQ,3.73
519,2h3SEwpI6fiuTF9mcN1S_Q,6RBZfirnzE4NahJTn1UPNA,3.717
520,2l-spLLGUzRiZg8dF623Nw,Ss6f5v_t5Vddiaz4ZOxL0g,15.579
521,2l-spLLGUzRiZg8dF623Nw,n_RyzuCAiR4yW2JLkl0Jng,15.47
522,2l-spLLGUzRiZg8dF623Nw,M8GN3mTBVC6iA80eRIdzgg,14.634
523,2l-spLLGUzRiZg8dF623Nw,XyYsl2OyoMi6OMvzsdcVoQ,11.402
524,2l-spLLGUzRiZg8dF623Nw,pQh2GzkAnbLKiDqEpxcylQ,9.169
525,2l-spLLGUzRiZg8dF623Nw,IZZ7J14VnJGyUqYH1tgT6w,7.866
526,2l-spLLGUzRiZg8dF623Nw,r926yelr_EJAKQCjdD6AWA,7.69
527,2l-spLLGUzRiZg8dF623Nw,JWFpjvCc_nkNDVtMPx1ZGg,7.654
528,2l-spLLGUzRiZg8dF623Nw,dutm97q2F4a6RV6YQ0uLHw,7.633
529,2l-spLLGUzRiZg8dF623Nw,LuPK46HMxRYEVTXVbBCR1g,7.447
530,2nF2syYoD5VBFk01le6NkA,0RxU5OglQyPVtLKC1LPgsA,39.25
531,2nF2syYoD5VBFk01le6NkA,fVUurZgbWXzp2QzDzJzmpA,3.808
532,2nF2syYoD5VBFk01le6NkA,iHdrLu8deF5GceB0V1rPhA,3.649
533,2nF2syYoD5VBFk01le6NkA,vhWlxyLEWAbNOMtQ42yzFg,3.58
534,2nF2syYoD5VBFk01le6NkA,gjCxTVItFxk46rCZ-YaiFA,3.485
535,2nF2syYoD5VBFk01le6NkA,bXrQejeR66IwebuhxPS7GA,3.485
536,2nF2syYoD5VBFk01le6NkA,GtrY5U_M1ac3bYCk0DUeIg,3.408
537,2nF2syYoD5VBFk01le6NkA,-r6nmLB5Vi2TLQCxh0_dtw,3.225
538,2nF2syYoD5VBFk01le6NkA,qdpdUjdkEUpzYDdce2yZng,3.181
539,2nF2syYoD5VBFk01le6NkA,T9I4G6Or3sAbyYmB7c23hw,3.171
540,2pBNVsJo3a3CPbInUu9lvQ,x8JcV7sAyDN5k9qbnlfGdA,9.488
541,2pBNVsJo3a3CPbInUu9lvQ,9dYarThtZVX4PvmtnFIrxA,8.44
542,2pBNVsJo3a3CPbInUu9lvQ,V2cQOeZwPBmjpln6_p1Ygw,7.943
543,2pBNVsJo3a3CPbInUu9lvQ,eL4lyE7LNoXEMvpcJ8WNVw,7.146
544,2pBNVsJo3a3CPbInUu9lvQ,SZU9c8V2GuREDN5KgyHFJw,6.076
545,2pBNVsJo3a3CPbInUu9lvQ,3Wy21heeDm8h2tSZfcj6OA,5.845
546,2pBNVsJo3a3CPbInUu9lvQ,SYHDOHRNAH-2xsw3XB5qbg,5.826
547,2pBNVsJo3a3CPbInUu9lvQ,zbrIMldF_O1ZQ0vpUaaa8A,5.818
548,2pBNVsJo3a3CPbInUu9lvQ,zVwnTKz7JIOoN-MbbQMzYA,5.788
549,2pBNVsJo3a3CPbInUu9lvQ,MJI-bNIn3QDgiGggm9Wp1w,5.73
550,304FY8qhcOpm9SIkrzmhoQ,E1R-xslwl7XeTN5lQ7mWPg,4.461
551,304FY8qhcOpm9SIkrzmhoQ,QLHgjBHBoeIUoEvIPvjHnw,4.384
552,304FY8qhcOpm9SIkrzmhoQ,GuzbBFraIq-fbkjfvaTRvg,3.904
553,304FY8qhcOpm9SIkrzmhoQ,eUIsUpG6KAonYxGoExzy2Q,3.901
